Week,CODIGO_VENDEDOR,CODIGO_PRODUCTO,CANTIDAD,PRECIO
27,11,7804676070021,1,"1672,268908"
27,09,7800063000800,1,"4193,277311"
27,11,3664798040579,1,"4025,210084"
27,11,7800007409249,1,"1084,033613"
27,09,7804614931445,1,"3100,840336"
27,11,7800004399567,1,"420,1680672"
27,11,7800004399536,1,"420,1680672"
27,11,7800041047605,1,"2092,436975"
27,08,7793640992530,1,"2512,605042"
27,11,7800018156477,1,"840,3361345"
27,11,7800042803750,1,"15117,64706"
27,11,7800007771353,1,"840,3361345"
27,08,7800008102606,1,"7974,789916"
27,11,7800028002412,1,"7554,621849"
27,11,7800007790309,1,"924,3697479"
27,11,7800034510789,1,"1252,10084"
27,11,7805750000675,1,"1420,168067"
27,08,7800060009363,1,"7554,621849"
27,08,7790250096061,1,"1420,168067"
27,11,7800004399536,1,"420,1680672"
27,11,7800004399536,1,"420,1680672"
27,11,7800004399567,1,"420,1680672"
27,11,7800004399567,1,"420,1680672"
27,11,7800007771353,1,"840,3361345"
27,08,7800007129390,1,"840,3361345"
27,08,7800007124326,2,"420,1680672"
27,08,7800007698414,1,"840,3361345"
27,08,7803501001827,1,"1672,268908"
27,11,7800063310862,1,"1420,168067"
27,11,7803319004430,1,"1672,268908"
27,11,7800007698414,1,"840,3361345"
27,11,7800007649126,1,"831,9327731"
27,11,7800018600468,1,"495,7983193"
27,08,7501298215228,1,"8815,12605"
27,08,7800007771353,1,"840,3361345"
27,08,7800007771353,1,"840,3361345"
27,08,7800007771353,1,"840,3361345"
27,11,7804640561203,1,"1336,134454"
27,11,7800007771278,1,"663,8655462"
27,11,7800007771278,1,"663,8655462"
27,11,7803504404113,1,"2512,605042"
27,08,7800023226424,1,"9655,462185"
27,08,7800050002268,1,"5537,815126"
27,11,7801620005191,1,"1260,504202"
27,11,7800004399567,2,"420,1680672"
27,11,7800004399536,2,"420,1680672"
27,11,7800007153937,1,"1084,033613"
27,11,7800007698414,1,"840,3361345"
27,11,7800060009684,1,"3941,176471"
27,11,7804620833900,1,"5705,882353"
27,08,7800038045997,1,"18478,9916"
27,11,7794640170881,2,"252,1008403"
27,11,7501035907577,1,"2176,470588"
27,08,650240007019,1,"7554,621849"
27,11,7800063110547,1,"1924,369748"
27,08,650240001864,1,"10915,96639"
27,08,7800044001697,1,"1672,268908"
27,11,5000158066762,1,"8394,957983"
27,11,7800007129390,1,"840,3361345"
27,11,9780201320190,1,"5033,613445"
27,11,7800007409249,1,"1084,033613"
27,11,7800007409249,1,"1084,033613"
27,11,7803510001931,1,"3352,941176"
27,11,7804614931438,1,"2344,537815"
27,11,7800007679895,1,"1084,033613"
27,11,7800007679895,1,"1084,033613"
27,08,7804614931193,1,"2512,605042"
27,08,7800018156477,1,"840,3361345"
27,11,5000158068438,1,"3352,941176"
27,11,7800046001299,1,"2092,436975"
27,11,736085415186,1,"1672,268908"
27,11,7800063110387,1,"1672,268908"
27,11,7800050306007,1,"5033,613445"
27,11,7800004002160,1,"2092,436975"
27,11,7804656600019,1,"12596,63866"
27,11,7803504404113,1,"2512,605042"
27,11,7806130200708,1,"462,1848739"
27,11,7804657990096,1,"1672,268908"
27,11,7750307001172,1,"1840,336134"
27,11,7806130200708,1,"462,1848739"
27,08,7800063311234,1,"1084,033613"
27,08,7506309862095,1,"3352,941176"
27,08,7804918500095,1,"2932,773109"
27,08,7800060110496,1,"4193,277311"
27,11,7800007746320,1,"1252,10084"
27,11,5997001370117,1,"4193,277311"
27,08,7804650880288,1,"831,9327731"
27,08,7804650880288,1,"831,9327731"
27,08,7800004002160,1,"2092,436975"
27,11,7800004002160,1,"2092,436975"
27,11,7800004002160,1,"2092,436975"
27,08,7804918400340,1,"2512,605042"
27,11,7804657990096,1,"1672,268908"
27,11,7804650881803,1,"2260,504202"
27,11,7800007771353,1,"840,3361345"
27,08,7800007153500,1,"2092,436975"
27,08,7800007153500,1,"2092,436975"
27,08,7800007679895,6,"1084,033613"
27,08,7800007129475,5,1000
27,08,7800008780743,4,"3352,941176"
27,08,7804650880257,1,"1336,134454"
27,08,7804650880257,1,"1336,134454"
27,08,7800063116631,1,"2176,470588"
